NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,regiao,uf_prova,municipio_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,renda_per_capita,faixa_renda_per_capita,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,indice_tecnologico,indice_eletrodomesticos,indice_transporte,indice_estrutura_casa,indice_escolaridade_pais,indice_max_escolaridade_pais,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao,nota_media_geral
210061103957,2,Feminino,1,Preta,Brasileiro(a),3,0,Não Respondeu,É treineiro,Sudeste,SP,Campinas,2.0,1.0,B,B,7,1,94.29,1,0,1,2,1,0,1,1,1,0,0,1,0,1,0,0,0,4,0,1,6,4,1,3,3.0,2.0,Inglês,Sem problemas,450.1,547.9,547.5,496.9,120.0,180.0,120.0,120.0,100.0,640.0,510.6
210058061550,12,Feminino,2,Amarela,Brasileiro(a),4,14,Não Respondeu,Não é treineiro,Nordeste,RN,Natal,0.0,4.0,A,A,3,2,550.0,2,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,1,3,4.0,4.0,Espanhol,Sem problemas,430.9,489.0,458.0,487.8,120.0,120.0,120.0,140.0,80.0,580.0,466.4
210059855133,11,Masculino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Centro-Oeste,GO,Aparecida de Goiânia,,4.0,C,B,6,8,1210.0,4,0,3,3,2,0,1,0,1,0,0,1,0,2,0,0,0,3,1,1,7,3,2,6,4.0,4.0,Inglês,Sem problemas,601.3,621.6,586.4,651.0,180.0,200.0,200.0,200.0,180.0,960.0,615.1
210058387344,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,SE,Carira,2.0,4.0,B,B,7,2,235.71,1,0,2,3,0,0,1,1,0,0,0,1,0,1,0,0,0,3,1,1,6,3,0,5,6.0,4.0,Inglês,Sem problemas,447.7,570.9,574.8,399.2,100.0,200.0,120.0,140.0,180.0,740.0,498.2
210060801612,5,Feminino,0,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Nordeste,PB,João Pessoa,4.0,4.0,C,B,2,1,330.0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,1,2,8.0,4.0,Espanhol,Sem problemas,397.7,492.0,483.4,415.9,120.0,180.0,100.0,100.0,140.0,640.0,447.2
210060214099,9,Feminino,1,Parda,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Norte,PA,São Domingos do Capim,2.0,1.0,A,B,1,0,0.0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,0,2,3.0,2.0,Espanhol,Sem problemas,442.5,490.4,427.2,338.1,100.0,120.0,120.0,120.0,80.0,540.0,424.6
210059388104,5,Feminino,1,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Nordeste,PE,Serra Talhada,2.0,4.0,D,D,4,3,577.5,2,0,1,3,1,1,1,0,0,0,0,0,0,2,0,0,0,4,1,1,8,1,2,4,6.0,4.0,Espanhol,Sem problemas,625.6,696.7,620.9,807.0,160.0,200.0,200.0,200.0,180.0,940.0,687.6
210059980960,1,Masculino,1,Branca,Brasileiro(a),3,0,Não Respondeu,É treineiro,Nordeste,BA,Vitória da Conquista,2.0,4.0,C,D,4,3,577.5,2,0,1,2,1,1,1,1,1,0,0,0,0,1,0,0,0,4,0,1,6,3,2,3,6.0,4.0,Inglês,Sem problemas,452.0,602.9,576.4,689.4,160.0,200.0,120.0,160.0,180.0,820.0,580.2
210059855134,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,RJ,Queimados,4.0,4.0,B,B,6,3,385.0,2,0,1,2,1,0,1,0,1,0,0,0,1,1,1,0,0,3,1,1,7,3,1,3,8.0,4.0,Inglês,Sem problemas,498.7,494.4,501.7,485.8,120.0,140.0,100.0,140.0,80.0,580.0,495.2
210059085150,3,Feminino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Nordeste,PI,União,1.0,4.0,B,B,6,1,110.0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,0,6,5.0,4.0,Espanhol,Sem problemas,465.5,510.3,482.0,476.8,140.0,200.0,140.0,160.0,120.0,760.0,483.6
210059974467,11,Feminino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Sudeste,ES,Serra,4.0,3.0,B,C,1,1,660.0,2,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,3,4,0,2,7.0,4.0,Inglês,Sem problemas,578.3,618.6,622.0,578.9,120.0,120.0,120.0,120.0,120.0,600.0,599.4
210059982337,5,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Sudeste,MG,Caeté,2.0,2.0,A,B,3,3,770.0,3,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,1,6,1,0,3,4.0,2.0,Inglês,Sem problemas,561.9,642.3,610.1,624.5,160.0,120.0,120.0,160.0,120.0,680.0,609.7
210060373842,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,MA,São Luís,3.0,4.0,B,B,5,4,594.0,2,0,1,3,0,0,1,1,0,0,0,1,0,1,0,1,1,4,2,1,10,3,0,4,7.0,4.0,Inglês,Sem problemas,452.7,502.5,529.6,496.2,80.0,100.0,80.0,100.0,0.0,360.0,495.3
210061244805,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,BA,Barreiras,2.0,6.0,A,D,4,5,907.5,3,0,2,3,1,1,1,0,0,0,0,1,0,1,0,0,0,3,1,1,6,2,2,5,8.0,6.0,Espanhol,Sem problemas,453.1,452.7,453.2,490.8,140.0,160.0,120.0,160.0,160.0,740.0,462.4
210061337614,4,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,BA,Prado,4.0,4.0,C,B,1,1,660.0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,8.0,4.0,Inglês,Sem problemas,427.2,565.7,492.5,427.5,120.0,200.0,120.0,160.0,160.0,760.0,478.2
210059589795,12,Feminino,3,Parda,Brasileiro(a),4,14,Não Respondeu,Não é treineiro,Norte,RO,Jaru,1.0,4.0,F,B,3,2,550.0,2,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,2,1,3,5.0,4.0,Espanhol,Sem problemas,554.4,587.2,631.9,538.6,160.0,160.0,140.0,120.0,120.0,700.0,578.0
210059974468,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Caraguatatuba,6.0,6.0,D,D,4,7,1485.0,5,0,3,3,1,0,1,1,1,0,0,1,0,2,0,0,0,3,1,1,7,4,1,6,12.0,6.0,Espanhol,Sem problemas,423.7,523.3,569.1,406.1,140.0,120.0,120.0,120.0,40.0,540.0,480.6
210059982338,1,Masculino,1,Branca,Brasileiro(a),3,0,Não Respondeu,É treineiro,Nordeste,PE,Ipojuca,4.0,6.0,B,D,2,5,1815.0,5,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,6,1,0,3,10.0,6.0,Inglês,Sem problemas,429.6,541.2,512.0,499.9,140.0,200.0,140.0,160.0,120.0,760.0,495.7
210060440993,14,Masculino,2,Preta,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Sudeste,ES,Vitória,0.0,2.0,A,A,3,2,550.0,2,0,2,2,0,0,1,0,1,0,0,1,1,1,0,0,0,2,0,1,4,4,0,4,2.0,2.0,Espanhol,Sem problemas,476.5,472.1,451.2,396.9,120.0,120.0,120.0,120.0,0.0,480.0,449.2
210059388099,12,Masculino,1,Não declarado,Brasileiro(a),4,13,Não Respondeu,Não é treineiro,Sudeste,SP,São José dos Campos,0.0,1.0,B,B,4,1,165.0,1,0,2,3,1,0,1,1,0,0,0,1,1,2,1,1,0,4,1,1,10,4,1,5,1.0,1.0,Inglês,Sem problemas,365.8,360.2,403.4,332.5,100.0,80.0,80.0,100.0,20.0,380.0,365.5
210059980955,13,Masculino,1,Preta,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Nordeste,PB,João Pessoa,1.0,4.0,C,B,6,6,770.0,3,0,2,2,1,0,1,0,1,0,0,1,1,2,1,1,0,4,2,1,11,4,1,4,5.0,4.0,Espanhol,Sem problemas,509.1,563.7,440.4,436.3,120.0,100.0,80.0,100.0,40.0,440.0,487.4
210058061546,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nordeste,PB,João Pessoa,2.0,6.0,C,A,4,2,412.5,2,0,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,2,1,1,5,3,1,4,8.0,6.0,Espanhol,Sem problemas,542.0,546.4,533.5,444.8,140.0,140.0,100.0,120.0,100.0,600.0,516.7
210059855129,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Parobé,,6.0,F,D,1,1,660.0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,6.0,6.0,Espanhol,Sem problemas,443.9,500.8,512.7,409.1,120.0,200.0,120.0,140.0,140.0,720.0,466.6
210058387340,5,Masculino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Sudeste,RJ,Rio de Janeiro,3.0,3.0,B,B,3,1,220.0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,6,1,0,4,6.0,3.0,Espanhol,Sem problemas,424.3,458.0,306.4,498.9,120.0,200.0,140.0,120.0,140.0,720.0,421.9
210059085144,11,Feminino,1,Parda,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Norte,PA,Belém,0.0,4.0,B,B,3,1,220.0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,0,2,4.0,4.0,Espanhol,Sem problemas,510.6,548.8,456.5,380.6,100.0,120.0,120.0,120.0,100.0,560.0,474.1
210059527744,8,Masculino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Nordeste,PE,Petrolina,,1.0,C,A,5,1,132.0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,3,0,1,5,2,0,4,1.0,1.0,Inglês,Sem problemas,526.6,536.3,548.3,438.5,120.0,160.0,120.0,120.0,80.0,600.0,512.4
210060214095,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,CE,Fortaleza,,,F,F,3,1,220.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,2,0.0,,Espanhol,Sem problemas,440.1,376.0,422.7,345.0,60.0,180.0,100.0,80.0,80.0,500.0,396.0
210059388100,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Montenegro,4.0,6.0,D,D,3,8,2420.0,6,0,2,3,1,0,1,1,2,1,0,1,1,2,0,1,0,3,3,1,10,7,1,5,10.0,6.0,Inglês,Sem problemas,386.1,521.1,564.7,535.2,140.0,200.0,120.0,120.0,140.0,720.0,501.8
210059980956,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,RJ,Barra Mansa,2.0,4.0,C,B,2,1,330.0,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,2,1,1,5,3,0,3,6.0,4.0,Inglês,Sem problemas,475.8,550.3,515.9,381.3,160.0,200.0,140.0,160.0,160.0,820.0,480.8
210058061547,14,Masculino,1,Parda,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Norte,PA,Ananindeua,1.0,3.0,D,D,2,2,825.0,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,1,6,1,0,2,4.0,3.0,Espanhol,Sem problemas,514.8,525.3,491.9,397.8,120.0,40.0,40.0,120.0,40.0,360.0,482.4
210059855130,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Norte,AP,Santana,1.0,6.0,C,D,4,7,1485.0,5,0,1,2,1,0,1,1,1,0,0,1,0,1,0,0,0,3,1,1,6,4,1,3,7.0,6.0,Espanhol,Sem problemas,502.2,516.9,474.3,590.9,160.0,180.0,160.0,160.0,160.0,820.0,521.1
210058573835,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,PA,Parauapebas,3.0,4.0,C,B,4,3,577.5,2,0,1,2,1,0,1,1,1,0,0,0,0,1,0,1,0,2,0,1,5,3,1,3,7.0,4.0,Inglês,Sem problemas,477.9,605.8,541.0,461.9,160.0,200.0,180.0,180.0,200.0,920.0,521.6
210059527742,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Norte,AP,Santana,4.0,4.0,C,B,5,1,132.0,1,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,0,3,8.0,4.0,Inglês,Sem problemas,522.6,681.3,592.9,566.4,160.0,180.0,160.0,160.0,180.0,840.0,590.8
210061103952,11,Masculino,1,Branca,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Centro-Oeste,GO,Goiânia,2.0,4.0,B,C,1,1,660.0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,6.0,4.0,Espanhol,Sem problemas,631.8,662.4,584.2,660.1,160.0,180.0,160.0,160.0,120.0,780.0,634.6
210060214093,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,BA,Gandu,4.0,4.0,D,F,5,3,462.0,2,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,1,6,2,0,3,8.0,4.0,Espanhol,Sem problemas,444.4,577.4,554.1,532.5,160.0,200.0,160.0,160.0,160.0,840.0,527.1
210059388098,4,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nordeste,MA,São Luís,,4.0,D,C,2,1,330.0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,0,4,4.0,4.0,Inglês,Sem problemas,530.2,601.1,572.1,494.3,120.0,180.0,120.0,120.0,120.0,660.0,549.4
210058061545,4,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Sudeste,MG,Curvelo,1.0,1.0,F,B,3,1,220.0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2.0,1.0,Inglês,Sem problemas,579.0,553.9,543.5,614.0,140.0,200.0,140.0,160.0,160.0,800.0,572.6
210058387339,6,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,RJ,Rio de Janeiro,1.0,3.0,B,D,1,1,660.0,2,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,5,2,0,2,4.0,3.0,Inglês,Sem problemas,585.4,634.5,692.9,636.8,140.0,160.0,180.0,180.0,160.0,820.0,637.4
210059085143,9,Feminino,1,Branca,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Sudeste,SP,Bauru,1.0,3.0,A,B,2,4,1485.0,5,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,5,1,1,2,4.0,3.0,Inglês,Sem problemas,543.7,541.8,574.4,637.8,120.0,160.0,120.0,140.0,140.0,680.0,574.4
210061103953,8,Masculino,1,Parda,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Nordeste,MA,São Luís,4.0,4.0,A,A,3,1,220.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,4,1,0,2,8.0,4.0,Espanhol,Sem problemas,565.8,569.5,572.0,600.6,120.0,120.0,120.0,120.0,120.0,600.0,577.0
210058061557,11,Feminino,1,Parda,Brasileiro(a),4,11,Não Respondeu,Não é treineiro,Nordeste,BA,Gandu,1.0,1.0,A,A,4,2,412.5,2,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,1,3,2.0,1.0,Espanhol,Sem problemas,570.1,580.7,524.3,415.5,140.0,180.0,160.0,140.0,120.0,740.0,522.7
210059855140,11,Feminino,1,Branca,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Sul,PR,Foz do Iguaçu,5.0,4.0,F,B,1,1,660.0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,3,2,0,2,9.0,5.0,Espanhol,Sem problemas,511.8,614.5,601.0,523.1,120.0,120.0,100.0,120.0,60.0,520.0,562.6
210058387351,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sul,RS,Viamão,0.0,4.0,F,F,6,1,110.0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,4,0,1,6,3,0,2,4.0,4.0,Espanhol,Sem problemas,517.7,568.9,564.4,433.4,140.0,200.0,120.0,140.0,200.0,800.0,521.1
210060801619,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,PE,Recife,2.0,5.0,B,B,5,2,330.0,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,4,0,1,7,3,0,3,7.0,5.0,Inglês,Sem problemas,512.0,577.0,539.3,545.4,120.0,120.0,140.0,140.0,120.0,640.0,543.4
210059085156,5,Masculino,1,Preta,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Centro-Oeste,GO,Jataí,0.0,4.0,A,B,5,4,594.0,2,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,1,5,2,1,3,4.0,4.0,Inglês,Sem problemas,452.0,519.9,470.1,591.5,100.0,180.0,120.0,120.0,60.0,580.0,508.4
210060214106,7,Feminino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Sudeste,SP,São Paulo,4.0,4.0,D,D,6,3,385.0,2,0,2,4,1,0,1,1,1,0,0,1,1,1,0,1,0,4,1,1,8,5,1,6,8.0,4.0,Inglês,Sem problemas,457.9,525.2,561.6,476.7,120.0,120.0,120.0,120.0,120.0,600.0,505.4
210059980967,11,Feminino,1,Parda,Brasileiro(a) Naturalizado(a),4,10,Não Respondeu,Não é treineiro,Nordeste,CE,Fortaleza,3.0,1.0,F,F,8,1,82.5,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,0,3,4.0,3.0,Espanhol,Sem problemas,454.6,597.4,548.0,542.7,120.0,120.0,120.0,120.0,120.0,600.0,535.7
210058073302,3,Masculino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Norte,PA,Belém,4.0,4.0,B,B,4,2,412.5,2,0,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,1,5,2,1,3,8.0,4.0,Inglês,Sem problemas,528.7,515.9,559.0,528.9,160.0,120.0,140.0,160.0,100.0,680.0,533.1
210059855141,4,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sul,RS,Gravataí,1.0,5.0,B,D,3,6,1540.0,5,0,1,2,1,0,1,1,1,0,0,1,0,3,0,0,0,3,3,1,10,4,1,3,6.0,5.0,Espanhol,Sem problemas,581.1,646.0,552.9,753.6,160.0,180.0,160.0,200.0,200.0,900.0,633.4
210058387352,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,RS,Garibaldi,4.0,,D,F,3,4,990.0,3,0,1,3,1,0,1,1,1,0,0,1,0,1,0,1,0,3,1,1,7,4,1,4,4.0,4.0,Inglês,Sem problemas,540.7,626.5,600.6,604.9,160.0,180.0,140.0,160.0,160.0,800.0,593.2
210059085157,11,Masculino,1,Branca,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Sudeste,MG,Lavras,2.0,1.0,D,B,2,3,1155.0,4,0,2,2,0,1,1,0,1,0,0,1,0,1,0,0,0,2,2,1,6,3,1,4,3.0,2.0,Inglês,Sem problemas,656.1,688.1,612.0,811.0,160.0,200.0,200.0,200.0,200.0,960.0,691.8
210060801620,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Sudeste,MG,Montes Claros,3.0,1.0,C,B,3,1,220.0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,4,1,0,3,4.0,3.0,Espanhol,Sem problemas,590.5,579.3,588.7,563.5,160.0,180.0,140.0,140.0,180.0,800.0,580.5
210059540789,10,Masculino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Sudeste,SP,Mauá,4.0,4.0,D,F,3,6,1540.0,5,0,1,3,1,1,1,0,1,0,0,1,1,1,1,0,0,3,1,1,7,4,2,4,8.0,4.0,Espanhol,Sem problemas,595.3,567.5,497.6,647.1,120.0,180.0,120.0,120.0,140.0,680.0,576.9
210061103966,7,Masculino,1,Preta,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Nordeste,BA,Santo Amaro,3.0,5.0,B,D,4,3,577.5,2,0,2,3,2,1,1,1,0,0,0,0,0,1,0,0,0,3,0,1,5,2,3,5,8.0,5.0,Espanhol,Sem problemas,527.4,513.2,447.7,425.2,120.0,120.0,120.0,120.0,100.0,580.0,478.4
210060214107,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sul,SC,Campos Novos,4.0,4.0,B,B,4,7,1485.0,5,0,1,2,2,0,1,1,1,0,0,1,1,2,0,1,0,2,1,1,7,5,2,3,8.0,4.0,Espanhol,Sem problemas,568.5,585.5,590.0,586.6,160.0,180.0,140.0,180.0,180.0,840.0,582.6
210059388112,12,Masculino,0,Parda,Brasileiro(a),4,16,Não Respondeu,Não é treineiro,Nordeste,MA,Imperatriz,1.0,1.0,A,A,4,6,1155.0,4,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,1,3,2.0,1.0,Inglês,Sem problemas,625.1,633.7,592.3,622.0,180.0,200.0,180.0,160.0,200.0,920.0,618.3
210058073303,5,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,RJ,Duque de Caxias,3.0,3.0,D,D,4,1,165.0,1,0,1,2,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,3,3,1,3,6.0,3.0,Inglês,Sem problemas,493.5,565.3,527.3,589.2,120.0,180.0,120.0,140.0,120.0,680.0,543.8
210059855142,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,Batatais,5.0,4.0,D,D,2,6,2310.0,6,0,3,2,1,0,1,1,1,0,0,1,1,1,0,0,0,2,1,1,5,5,1,5,9.0,5.0,Inglês,Sem problemas,580.4,682.8,597.3,719.7,160.0,200.0,200.0,180.0,200.0,940.0,645.0
210059085158,5,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Sudeste,MG,São Gotardo,0.0,1.0,C,C,4,2,412.5,2,0,1,3,1,0,1,0,0,0,0,1,0,1,0,0,0,3,0,1,5,2,1,4,1.0,1.0,Espanhol,Sem problemas,506.3,466.6,456.8,357.3,100.0,100.0,100.0,120.0,100.0,520.0,446.8
210059540790,3,Feminino,0,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,BA,Guanambi,1.0,1.0,F,B,3,1,220.0,1,0,1,3,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,1,5,3,0,4,2.0,1.0,Inglês,Sem problemas,394.2,450.1,502.4,334.9,100.0,140.0,100.0,80.0,120.0,540.0,420.4
210061103967,12,Feminino,1,Branca,Brasileiro(a),4,16,Não Respondeu,Não é treineiro,Sudeste,SP,São Paulo,1.0,2.0,F,F,1,3,2310.0,6,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,3,4,0,2,3.0,2.0,Espanhol,Sem problemas,550.6,591.6,536.8,500.3,120.0,120.0,120.0,80.0,80.0,520.0,544.8
210059388113,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Centro-Oeste,GO,Anápolis,5.0,4.0,E,B,3,1,220.0,1,0,1,3,0,0,1,1,1,0,0,1,0,2,1,1,0,3,1,1,9,4,0,4,9.0,5.0,Inglês,Sem problemas,428.5,543.0,565.4,391.4,160.0,200.0,180.0,180.0,200.0,920.0,482.1
210059980969,8,Feminino,1,Branca,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Sul,RS,Rio Grande,4.0,4.0,F,B,2,3,1155.0,4,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,3,2,0,3,8.0,4.0,Inglês,Sem problemas,547.1,494.3,537.8,466.8,140.0,160.0,140.0,100.0,100.0,640.0,511.5
210058073304,4,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Nordeste,BA,Valença,3.0,6.0,C,D,2,1,330.0,1,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,4,2,0,4,9.0,6.0,Espanhol,Sem problemas,545.5,642.5,588.6,648.8,160.0,200.0,160.0,160.0,200.0,880.0,606.3
210059855143,9,Feminino,1,Parda,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Nordeste,PB,Catolé do Rocha,1.0,1.0,D,A,6,1,110.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3,1,0,2,2.0,1.0,Inglês,Sem problemas,634.5,630.6,598.0,608.5,160.0,200.0,140.0,160.0,180.0,840.0,617.9
210058387354,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Norte,RO,Porto Velho,5.0,5.0,D,E,4,10,2475.0,6,0,3,3,2,0,1,1,1,0,0,1,0,1,0,0,0,3,0,1,5,4,2,6,10.0,5.0,Espanhol,Sem problemas,549.1,503.9,532.5,640.1,140.0,200.0,160.0,160.0,140.0,800.0,556.4
210060801621,11,Feminino,2,Parda,Brasileiro(a),4,12,Não Respondeu,Não é treineiro,Sul,RS,Sapucaia do Sul,1.0,1.0,A,A,2,1,330.0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,2,1,1,5,4,0,2,2.0,1.0,Inglês,Sem problemas,397.1,530.3,468.6,329.7,160.0,200.0,120.0,160.0,120.0,760.0,431.4
210059540791,5,Feminino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Nordeste,MA,Imperatriz,1.0,1.0,A,A,4,2,412.5,2,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,1,6,1,0,3,2.0,1.0,Inglês,Sem problemas,380.9,499.4,506.2,375.5,120.0,180.0,120.0,120.0,100.0,640.0,440.5
210060214109,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sudeste,SP,São Paulo,5.0,4.0,D,B,4,4,742.5,3,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,4,1,1,7,2,1,3,9.0,5.0,Inglês,Sem problemas,493.3,518.4,480.5,484.9,120.0,80.0,80.0,120.0,120.0,520.0,494.3
