NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,municipio_prova,uf_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao
210059602769,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Arujá,SP,E,G,C,D,5,G,A,C,D,B,A,B,A,B,A,A,B,A,C,A,A,A,E,A,B,Espanhol,Sem problemas,446.6,570.4,583.5,533.2,120.0,200.0,120.0,120.0,40.0,600.0
210058969694,5,Masculino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Esperantinópolis,MA,E,E,A,A,2,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,Espanhol,Sem problemas,523.2,457.6,475.9,427.4,120.0,160.0,180.0,180.0,180.0,820.0
210059974510,3,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Caxias,MA,E,E,B,B,3,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,A,Espanhol,Sem problemas,428.6,371.0,435.5,528.3,100.0,100.0,100.0,80.0,0.0,380.0
210059899848,3,Masculino,0,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Três Rios,RJ,E,F,D,D,5,H,A,B,D,A,A,B,B,B,A,A,A,A,C,A,B,A,D,C,B,Inglês,Sem problemas,670.9,667.0,670.8,834.1,120.0,200.0,140.0,200.0,160.0,820.0
210060376466,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Belém,PA,D,H,B,B,2,B,A,C,C,A,A,B,A,B,A,A,A,A,B,B,A,A,D,A,B,Inglês,Sem problemas,426.7,513.2,469.4,523.5,100.0,80.0,120.0,100.0,20.0,420.0
210058581134,7,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Patos de Minas,MG,C,C,A,A,1,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,405.9,542.3,503.7,423.6,120.0,40.0,40.0,120.0,40.0,360.0
210061368542,12,Feminino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Belém,PA,C,C,C,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,330.8,583.8,477.1,427.5,140.0,120.0,120.0,160.0,20.0,560.0
210059602770,11,Feminino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Santos,SP,B,C,B,D,1,B,A,B,B,A,B,B,A,A,A,A,B,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,399.7,520.4,544.5,469.7,120.0,120.0,100.0,120.0,100.0,560.0
210059974511,5,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Rio das Ostras,RJ,H,E,F,B,4,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,444.3,508.0,525.0,554.4,120.0,160.0,100.0,140.0,120.0,640.0
210059899849,5,Masculino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Santa Rita,PB,C,E,F,B,4,B,A,B,D,A,B,B,A,B,A,A,B,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,507.8,520.2,398.6,420.0,120.0,160.0,120.0,160.0,180.0,740.0
210059401178,6,Masculino,1,Branca,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Candeias,BA,E,E,C,B,4,E,A,B,C,A,A,B,B,A,A,A,B,A,B,A,A,A,D,B,B,Inglês,Sem problemas,657.9,636.6,593.9,806.1,160.0,200.0,160.0,160.0,180.0,860.0
210059993999,3,Masculino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Jacareí,SP,D,D,B,D,3,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A,C,A,B,Inglês,Sem problemas,416.6,558.3,521.6,504.0,120.0,120.0,120.0,120.0,120.0,600.0
210058073331,5,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Campo Verde,MT,D,G,D,D,5,I,A,D,D,B,B,B,C,B,B,A,B,B,D,A,A,A,E,C,B,Inglês,Sem problemas,672.4,599.4,579.9,747.2,160.0,180.0,160.0,180.0,140.0,820.0
210058395531,3,Feminino,1,Preta,Brasileiro(a) Naturalizado(a),2,0,Pública,Não é treineiro,Rio de Janeiro,RJ,E,E,B,B,4,D,A,B,C,A,B,B,B,B,A,A,B,A,B,A,B,A,D,A,B,Inglês,Sem problemas,429.7,521.2,530.2,499.0,120.0,120.0,120.0,120.0,120.0,600.0
210060811477,11,Feminino,1,Branca,Brasileiro(a),4,13,Não Respondeu,Não é treineiro,Patos,PB,D,E,F,F,1,B,A,B,C,A,B,B,A,B,A,A,A,B,B,A,A,A,B,B,B,Espanhol,Sem problemas,553.5,531.8,474.7,560.6,120.0,120.0,120.0,120.0,0.0,480.0
210061032765,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Garanhuns,PE,H,B,C,B,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,A,B,A,B,Inglês,Cópia Texto Motivador,515.4,594.7,547.6,563.0,0.0,0.0,0.0,0.0,0.0,0.0
210060227226,11,Masculino,1,Preta,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Caucaia,CE,B,D,B,B,4,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,439.2,490.3,482.9,359.9,100.0,120.0,120.0,120.0,40.0,500.0
210059994000,5,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Várzea Alegre,CE,B,D,A,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,666.6,663.5,572.5,767.4,160.0,200.0,200.0,180.0,180.0,920.0
210058073332,3,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Breves,PA,A,A,F,F,5,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,381.4,529.0,516.0,529.5,120.0,160.0,120.0,120.0,120.0,640.0
210060811482,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Fortaleza,CE,C,E,B,D,3,C,A,C,C,B,B,B,B,B,A,A,A,A,B,A,A,A,D,B,B,Inglês,Sem problemas,506.7,582.4,618.4,576.2,160.0,200.0,180.0,200.0,200.0,940.0
210059994005,4,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,E,D,F,F,5,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Em Branco,363.7,486.5,478.3,440.9,0.0,0.0,0.0,0.0,0.0,0.0
210059098052,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Vitória,ES,E,F,D,D,3,K,A,C,D,B,A,B,B,B,A,A,A,B,C,A,B,A,A,B,B,Inglês,Sem problemas,512.4,523.7,563.1,509.4,120.0,200.0,120.0,140.0,140.0,720.0
210060811483,5,Masculino,1,Preta,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Goianinha,RN,B,D,C,B,6,C,A,B,C,A,A,B,B,A,A,A,A,A,A,A,A,A,D,A,A,Espanhol,Sem problemas,438.7,503.4,457.3,533.3,140.0,180.0,120.0,120.0,140.0,700.0
210061032771,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Caucaia,CE,E,E,D,D,4,B,A,B,C,B,B,B,B,B,A,A,A,A,C,A,A,A,E,A,B,Inglês,Sem problemas,491.8,634.8,561.8,637.7,160.0,180.0,160.0,180.0,160.0,840.0
210059540824,13,Masculino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,São Gonçalo,RJ,B,B,C,B,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Não atendimento ao tipo textual,424.7,420.0,453.9,472.4,0.0,0.0,0.0,0.0,0.0,0.0
210058073339,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Rio de Janeiro,RJ,H,D,B,C,2,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,600.6,565.9,627.4,539.8,140.0,160.0,120.0,160.0,160.0,740.0
210059868202,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Glória do Goitá,PE,E,E,A,A,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,409.1,482.4,465.1,619.0,120.0,200.0,120.0,140.0,120.0,700.0
210058395538,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Piracicaba,SP,E,E,B,B,5,E,A,B,C,B,A,B,A,B,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,469.4,514.6,471.3,476.2,160.0,180.0,160.0,200.0,160.0,860.0
210059098053,6,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Apucarana,PR,D,F,F,D,3,G,A,B,C,B,A,B,B,B,A,A,B,A,C,A,A,A,C,B,B,Espanhol,Sem problemas,582.0,553.4,485.1,659.5,120.0,40.0,40.0,120.0,40.0,360.0
210060811484,3,Feminino,1,Preta,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,São Luís,MA,B,E,C,B,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,E,A,B,Inglês,Sem problemas,412.1,473.5,540.7,388.4,160.0,200.0,180.0,180.0,100.0,820.0
210059401186,15,Feminino,2,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Caucaia,CE,B,B,A,A,2,C,A,B,C,B,A,B,A,B,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,507.1,541.4,501.0,454.7,120.0,40.0,40.0,80.0,40.0,320.0
210059994007,17,Feminino,3,Amarela,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Juiz de Fora,MG,B,B,C,D,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,483.5,562.3,516.2,403.4,120.0,140.0,120.0,120.0,120.0,620.0
210058073340,8,Masculino,1,Preta,Brasileiro(a) Naturalizado(a),4,4,Não Respondeu,Não é treineiro,Brumado,BA,A,A,B,B,4,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,486.7,466.6,443.4,463.5,120.0,180.0,120.0,120.0,80.0,620.0
210058395539,8,Feminino,1,Preta,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Rio Branco,AC,E,E,B,B,5,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,E,B,B,Espanhol,Sem problemas,596.2,691.9,647.1,669.0,120.0,200.0,120.0,120.0,80.0,640.0
210060811485,6,Masculino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Barcarena,PA,E,E,B,D,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,A,C,A,B,Espanhol,Sem problemas,518.3,472.2,470.7,601.1,80.0,40.0,40.0,80.0,0.0,240.0
210059540826,5,Feminino,1,Branca,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Manaus,AM,D,C,F,B,6,C,A,B,D,B,A,B,B,B,A,A,B,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,452.5,532.7,514.7,414.7,100.0,40.0,40.0,100.0,40.0,320.0
210060227235,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Diadema,SP,B,D,F,F,3,A,A,B,C,B,A,B,B,B,A,A,B,A,C,A,A,B,C,B,B,Inglês,Sem problemas,544.3,607.5,587.7,543.4,100.0,160.0,120.0,120.0,80.0,580.0
210059602768,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Jandaia do Sul,PR,B,E,A,A,6,B,A,B,D,C,A,B,A,B,A,A,A,A,A,A,A,A,D,B,B,Inglês,Sem problemas,628.6,583.1,552.3,733.0,160.0,200.0,200.0,200.0,180.0,940.0
210060450363,2,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Maceió,AL,B,E,C,D,5,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,447.7,375.1,436.0,451.0,60.0,160.0,120.0,120.0,60.0,520.0
210060376465,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Fortaleza,CE,H,F,F,B,5,G,A,B,D,B,A,B,B,A,A,A,A,A,C,A,B,A,C,A,B,Espanhol,Sem problemas,493.6,561.5,576.4,508.8,160.0,160.0,120.0,160.0,120.0,720.0
210058581133,12,Masculino,1,Branca,Brasileiro(a),4,13,Não Respondeu,Não é treineiro,Gravatá,PE,B,E,B,B,3,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,450.1,525.0,545.9,655.4,140.0,200.0,160.0,160.0,200.0,860.0
210059260112,8,Feminino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Poções,BA,E,B,C,B,3,B,A,B,D,A,A,B,A,B,A,A,B,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,482.1,644.3,592.3,559.3,140.0,140.0,120.0,140.0,140.0,680.0
210061244844,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Itabaiana,SE,C,C,C,F,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,614.2,671.2,683.2,678.5,160.0,200.0,200.0,180.0,200.0,940.0
210061348809,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Ananindeua,PA,D,E,C,B,6,C,D,B,C,A,A,B,B,A,A,A,A,A,B,A,A,A,E,B,B,Inglês,Sem problemas,520.2,634.6,548.9,535.7,180.0,200.0,180.0,200.0,200.0,960.0
210058395532,3,Feminino,0,Não declarado,Brasileiro(a),2,0,Pública,Não é treineiro,Abaetetuba,PA,E,E,C,B,4,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,632.6,625.6,676.4,591.3,160.0,200.0,180.0,200.0,200.0,940.0
210059098047,4,Feminino,1,Amarela,Brasileiro(a) Naturalizado(a),4,1,Não Respondeu,Não é treineiro,João Pessoa,PB,E,E,F,D,2,G,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,603.0,626.9,548.2,745.4,140.0,200.0,140.0,180.0,200.0,860.0
210060811478,3,Feminino,1,Parda,Brasileiro(a) Naturalizado(a),2,0,Pública,Não é treineiro,São Paulo,SP,H,E,F,B,2,B,A,B,C,A,A,B,B,B,A,A,A,A,B,B,A,A,C,B,B,Espanhol,Sem problemas,399.6,402.1,412.2,353.8,120.0,120.0,100.0,140.0,120.0,600.0
210059540819,11,Masculino,2,Branca,Brasileiro(a),4,13,Não Respondeu,Não é treineiro,Belo Horizonte,MG,C,E,B,D,3,E,A,D,D,B,B,B,A,B,A,A,B,A,D,A,A,A,D,B,B,Espanhol,Sem problemas,515.5,638.1,474.7,554.8,160.0,200.0,180.0,160.0,120.0,820.0
210060227227,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Salvador,BA,E,E,C,B,6,D,A,B,B,A,B,B,B,B,B,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,468.2,572.8,565.3,635.2,120.0,140.0,120.0,120.0,80.0,580.0
210059401180,3,Feminino,0,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Nova Friburgo,RJ,E,E,C,F,8,E,A,B,D,B,A,B,A,B,A,A,A,A,C,A,A,A,D,A,B,Inglês,Sem problemas,432.8,525.6,538.3,384.5,120.0,120.0,120.0,120.0,120.0,600.0
210059994001,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Natal,RN,C,D,B,B,3,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,444.0,483.5,532.1,593.1,100.0,100.0,100.0,100.0,40.0,440.0
210058073333,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Lauro de Freitas,BA,D,C,C,B,3,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,572.7,509.2,429.3,491.5,120.0,160.0,120.0,120.0,120.0,640.0
210059868197,12,Masculino,1,Parda,Brasileiro(a),4,14,Não Respondeu,Não é treineiro,Caruaru,PE,E,B,F,B,4,D,A,C,E,A,A,B,A,A,A,A,A,A,C,A,A,A,D,A,B,Espanhol,Sem problemas,401.1,514.9,498.4,364.1,180.0,140.0,180.0,140.0,100.0,740.0
210058395533,13,Feminino,1,Preta,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Ananindeua,PA,C,E,B,B,4,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,481.0,533.8,477.9,457.1,100.0,120.0,100.0,120.0,60.0,500.0
210059098048,11,Masculino,1,Parda,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Belo Horizonte,MG,E,F,D,B,3,G,A,C,C,B,B,B,B,B,A,A,B,B,C,A,A,A,D,C,B,Espanhol,Sem problemas,568.6,655.6,553.9,665.1,140.0,180.0,140.0,160.0,200.0,820.0
210059540820,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,São Bernardo do Campo,SP,C,E,C,B,3,C,A,C,C,A,A,B,B,A,A,A,B,A,D,A,A,A,D,B,B,Inglês,Sem problemas,489.2,581.8,589.6,595.6,120.0,120.0,120.0,120.0,80.0,560.0
210060811479,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Ilhéus,BA,E,F,B,B,4,C,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,484.4,522.2,499.8,643.5,120.0,200.0,140.0,180.0,200.0,840.0
210058073335,2,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Santa Luzia,MA,B,E,A,A,4,B,A,B,C,A,A,A,B,B,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,526.5,511.0,536.6,454.0,100.0,120.0,120.0,140.0,100.0,580.0
210059868199,13,Masculino,0,Parda,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Vigia,PA,B,B,A,A,5,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,474.3,430.8,483.3,456.0,120.0,120.0,120.0,120.0,100.0,580.0
210058395535,11,Feminino,1,Parda,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Fortaleza,CE,B,B,B,B,1,B,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,Inglês,Sem problemas,509.6,638.3,585.3,717.7,140.0,120.0,140.0,120.0,160.0,680.0
210059098050,4,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Floriano,PI,D,B,F,B,4,A,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,B,Espanhol,Sem problemas,511.5,377.2,453.8,429.0,160.0,40.0,40.0,140.0,40.0,420.0
210060811481,5,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nossa Senhora da Glória,SE,H,B,F,B,3,B,A,B,D,A,B,B,A,A,A,A,B,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,381.0,430.8,449.6,353.2,140.0,140.0,120.0,120.0,140.0,660.0
210061032769,8,Feminino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,G,E,C,C,4,B,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,C,A,A,Inglês,Sem problemas,460.5,557.4,462.2,467.8,120.0,120.0,100.0,120.0,80.0,540.0
210059401183,11,Masculino,1,Parda,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Aracaju,SE,F,E,D,B,2,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,408.2,562.8,510.3,519.2,160.0,200.0,160.0,140.0,120.0,780.0
210058073336,13,Feminino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Ananindeua,PA,E,C,C,B,2,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,443.3,444.2,451.6,365.8,120.0,80.0,60.0,80.0,60.0,400.0
210059868200,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Parambu,CE,E,F,C,D,2,B,A,C,C,B,A,B,A,B,A,A,B,A,C,A,B,A,C,B,B,Inglês,Sem problemas,589.5,608.5,566.0,597.7,160.0,200.0,160.0,160.0,200.0,880.0
210059098051,4,Feminino,1,Preta,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Nova Iguaçu,RJ,E,E,C,B,3,E,A,C,D,A,A,B,B,B,A,A,A,A,B,A,B,A,D,A,B,Espanhol,Sem problemas,449.8,603.6,566.8,367.8,160.0,180.0,140.0,200.0,180.0,860.0
210061032767,8,Feminino,1,Parda,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Monteiro,PB,B,E,A,F,1,B,A,B,C,A,B,B,A,A,A,A,B,A,A,A,A,A,B,A,B,Espanhol,Sem problemas,520.6,617.9,583.3,680.2,100.0,120.0,120.0,100.0,40.0,480.0
210060227229,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Lauro de Freitas,BA,B,B,A,A,4,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,428.6,481.5,419.0,413.6,120.0,120.0,120.0,100.0,120.0,580.0
210059994002,3,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Imperatriz,MA,H,D,F,A,4,A,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,Inglês,Fuga ao tema,397.3,557.3,526.3,483.7,0.0,0.0,0.0,0.0,0.0,0.0
210058073334,4,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Paulo,SP,E,E,B,B,2,C,A,B,C,A,A,B,B,A,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,439.6,504.3,467.2,451.0,120.0,160.0,120.0,120.0,200.0,720.0
210058395534,4,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,E,D,C,B,5,E,A,B,C,B,A,B,B,B,A,A,A,A,C,A,A,A,E,A,B,Espanhol,Sem problemas,526.2,573.3,566.1,564.9,120.0,160.0,120.0,120.0,160.0,680.0
210059098049,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nova Friburgo,RJ,D,B,C,B,5,E,D,B,B,B,A,B,B,B,A,A,B,A,A,A,A,A,E,B,B,Espanhol,Sem problemas,416.8,497.3,474.5,419.3,120.0,40.0,40.0,120.0,40.0,360.0
210060811480,6,Masculino,1,Preta,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Itapipoca,CE,D,F,C,D,1,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,B,B,Inglês,Sem problemas,519.6,561.5,537.9,538.3,120.0,120.0,120.0,120.0,100.0,580.0
210059540821,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Luís,MA,E,E,B,B,3,B,A,B,D,B,A,A,B,A,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,404.0,485.6,495.1,502.4,100.0,120.0,120.0,120.0,160.0,620.0
210061032768,6,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Fortaleza,CE,B,D,F,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,B,A,D,B,B,Espanhol,Sem problemas,335.9,526.8,498.1,406.5,80.0,140.0,80.0,100.0,120.0,520.0
210058581138,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Eunápolis,BA,A,G,B,B,4,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,413.9,521.0,486.8,406.7,120.0,120.0,100.0,60.0,60.0,460.0
210059994003,14,Feminino,0,Branca,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Porto Alegre,RS,E,D,D,D,3,G,A,B,D,A,A,B,B,B,B,A,B,B,C,A,B,A,D,C,B,Inglês,Sem problemas,539.0,655.2,634.7,582.1,140.0,160.0,160.0,160.0,120.0,740.0
210059260118,1,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Mamanguape,PB,D,D,F,F,4,A,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,418.0,388.8,377.5,425.5,80.0,120.0,80.0,80.0,20.0,380.0
210059602775,12,Feminino,0,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Atalaia,AL,C,B,B,B,3,A,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,412.4,464.8,396.7,348.9,80.0,100.0,60.0,80.0,20.0,340.0
210058969700,11,Feminino,2,Branca,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Canguçu,RS,B,B,C,B,3,C,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,458.9,542.8,509.4,517.7,120.0,120.0,80.0,100.0,0.0,420.0
210060376472,6,Feminino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Suzano,SP,H,D,F,C,5,C,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,444.4,497.1,553.7,525.4,120.0,120.0,120.0,120.0,120.0,600.0
210058581139,3,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Barra Mansa,RJ,C,C,C,B,6,C,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,A,E,A,B,Espanhol,Sem problemas,484.5,502.2,468.4,620.3,120.0,120.0,140.0,120.0,140.0,640.0
210059260119,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Sorocaba,SP,E,E,C,C,4,B,A,C,C,B,A,B,B,B,A,A,B,B,B,B,A,B,E,B,B,Espanhol,Sem problemas,327.7,444.0,534.3,555.4,120.0,40.0,40.0,120.0,40.0,360.0
