NU_INSCRICAO,tipo_faixa_etaria,tipo_sexo,tipo_estado_civil,tipo_cor_raca,tipo_nacionalidade,tipo_conclusao,ano_de_concusao,tipo_escola,tipo_treineiro,municipio_prova,uf_prova,q01_escolaridade_pai,q02_escolaridade_mae,q03_ocupacao_pai,q04_ocupacao_mae,q05_pessoas_residencia,q06_renda_familiar,q07_empregado_domestico,q08_tem_banheiro,q09_qtd_quartos,q10_tem_carro,q11_tem_motocicleta,q12_tem_geladeira,q13_tem_freezer,q14_tem_maquina_lavar_roupa,q15_tem_maquina_secar_roupa,q17_tem_maquina_lavar_louca,q16_tem_microondas,q18_tem_aspirador_po,q19_tem_tv_cores,q20_tem_dvd,q21_tem_tv_assinatura,q23_tem_telefone_fixo,q22_tem_celular,q24_tem_computador,q25_tem_internet,lingua_estrangeira,status_redacao,nota_cn,nota_ch,nota_lc,nota_mt,nota_red_comp1,nota_red_comp2,nota_red_comp3,nota_red_comp4,nota_red_comp5,nota_redacao
210061103945,6,Feminino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Caxias do Sul,RS,H,E,C,F,5,C,A,B,D,B,A,B,A,B,A,A,B,A,B,A,A,A,A,A,B,Espanhol,Sem problemas,502.0,498.9,475.6,363.2,140.0,200.0,100.0,120.0,140.0,700.0
210060214087,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,D,D,B,B,5,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,459.0,508.5,507.2,466.7,140.0,200.0,160.0,180.0,200.0,880.0
210059980948,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Quixadá,CE,B,B,A,A,4,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,402.5,379.2,446.9,338.3,120.0,120.0,120.0,120.0,80.0,560.0
210060801601,11,Masculino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Batatais,SP,H,E,F,D,2,F,A,B,C,B,B,B,B,B,A,A,B,B,C,B,A,A,C,B,B,Inglês,Sem problemas,564.7,630.3,610.4,680.2,120.0,120.0,120.0,120.0,120.0,600.0
210059085130,8,Masculino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Natal,RN,F,C,D,B,4,B,A,C,C,A,A,B,A,B,A,A,B,B,B,A,A,A,E,B,B,Inglês,Sem problemas,644.9,620.2,626.9,736.3,140.0,200.0,160.0,160.0,200.0,860.0
210060801595,3,Masculino,1,Parda,"Brasileiro(a) Nato(a), nascido(a) no exterior",2,0,Pública,Não é treineiro,Ubiratã,PR,D,E,A,B,5,D,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,Inglês,Sem problemas,608.2,667.6,607.9,691.9,140.0,180.0,120.0,160.0,180.0,780.0
210060214081,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Paulo,SP,E,E,B,B,3,C,A,B,C,B,A,B,B,B,A,A,B,A,B,A,A,A,C,B,B,Inglês,Sem problemas,626.5,604.9,614.3,548.8,140.0,200.0,160.0,180.0,120.0,800.0
210059388087,11,Feminino,1,Preta,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Recife,PE,H,A,F,A,3,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,547.2,623.3,593.7,404.6,120.0,120.0,100.0,100.0,120.0,560.0
210059980942,7,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Caraúbas,RN,B,B,A,A,5,A,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,A,D,B,B,Espanhol,Sem problemas,510.8,313.4,388.5,415.6,120.0,120.0,100.0,120.0,100.0,560.0
210058061534,4,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Belém,PA,E,E,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,D,A,B,Inglês,Sem problemas,515.7,553.1,544.4,437.0,160.0,180.0,160.0,180.0,200.0,880.0
210059855117,11,Feminino,1,Branca,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Raposa,MA,B,B,B,A,3,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,A,B,A,A,Espanhol,Sem problemas,435.3,515.0,452.8,448.2,120.0,120.0,120.0,120.0,0.0,480.0
210058387328,11,Masculino,1,Branca,Brasileiro(a),4,8,Não Respondeu,Não é treineiro,Londrina,PR,G,B,D,B,2,D,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,C,C,B,Inglês,Sem problemas,571.3,574.7,613.3,719.7,120.0,120.0,120.0,120.0,80.0,560.0
210060801596,12,Feminino,1,Preta,Brasileiro(a),4,14,Não Respondeu,Não é treineiro,Recife,PE,E,C,C,B,3,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,403.4,632.2,576.0,496.0,100.0,160.0,120.0,120.0,40.0,540.0
210061103941,9,Feminino,1,Branca,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Alfenas,MG,D,G,B,E,4,G,A,B,D,B,A,B,B,B,A,A,B,B,B,A,A,A,D,C,B,Inglês,Sem problemas,707.0,667.6,628.1,816.8,160.0,180.0,160.0,160.0,160.0,820.0
210059388088,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Maringá,PR,E,D,B,B,6,E,A,B,D,D,C,B,A,B,A,A,B,B,C,B,A,A,E,B,B,Inglês,Sem problemas,540.5,632.5,542.8,575.3,160.0,200.0,160.0,180.0,180.0,880.0
210059980943,8,Feminino,0,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Santa Inês,MA,C,D,C,A,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,494.2,442.8,552.4,382.1,120.0,140.0,120.0,120.0,120.0,620.0
210058061535,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Brasília,DF,F,G,D,D,4,D,A,B,C,B,A,B,B,B,A,A,B,A,B,A,A,B,B,B,B,Espanhol,Sem problemas,424.9,529.4,512.8,398.6,120.0,120.0,100.0,120.0,80.0,540.0
210058387329,5,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Santa Luzia,MG,B,E,D,D,5,D,A,D,D,C,A,B,B,B,A,A,B,B,D,A,B,B,E,B,B,Inglês,Sem problemas,457.9,532.4,520.3,592.4,160.0,200.0,160.0,200.0,200.0,920.0
210059085132,13,Feminino,0,Parda,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Timon,MA,B,C,B,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,B,Inglês,Sem problemas,419.4,583.9,526.3,618.0,120.0,120.0,120.0,120.0,120.0,600.0
210059527731,2,Masculino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Jaciara,MT,G,D,E,A,2,C,B,B,B,B,B,B,A,B,A,A,B,A,C,A,A,A,C,B,B,Inglês,Sem problemas,576.4,633.3,568.3,644.2,140.0,140.0,120.0,140.0,140.0,680.0
210060214083,4,Masculino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Belo Horizonte,MG,E,E,D,D,2,D,A,C,E,A,A,B,A,B,A,A,B,A,C,A,A,B,C,C,B,Inglês,Sem problemas,511.0,612.2,547.9,551.2,120.0,160.0,120.0,120.0,0.0,520.0
210058061536,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Marituba,PA,E,E,C,B,4,B,A,B,C,A,B,B,A,A,A,A,A,A,C,A,A,A,D,A,B,Inglês,Sem problemas,592.9,624.0,676.4,731.8,160.0,200.0,180.0,140.0,200.0,880.0
210061103943,4,Feminino,3,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Serra,ES,F,G,B,D,3,E,A,B,C,A,A,B,B,B,A,A,A,B,B,A,B,A,D,B,B,Inglês,Sem problemas,474.0,561.0,520.3,596.8,180.0,200.0,160.0,200.0,200.0,940.0
210059980946,4,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Belém,PA,E,G,B,D,5,K,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,632.0,688.4,635.8,709.6,160.0,200.0,180.0,200.0,200.0,940.0
210059855121,3,Masculino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,São Paulo,SP,C,C,C,B,2,D,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,B,A,B,Inglês,Sem problemas,523.8,576.3,596.5,628.1,120.0,140.0,100.0,120.0,120.0,600.0
210059527734,3,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Nilópolis,RJ,E,E,B,B,3,B,A,B,C,A,A,B,B,B,A,A,A,A,C,A,A,A,D,A,B,Espanhol,Sem problemas,508.0,638.5,585.0,646.5,80.0,160.0,120.0,80.0,120.0,560.0
210061103944,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Caxias do Sul,RS,E,E,C,B,5,G,A,C,E,B,A,B,C,B,A,A,B,B,C,B,B,B,E,C,B,Inglês,Sem problemas,496.0,505.6,520.8,387.4,120.0,100.0,100.0,100.0,100.0,520.0
210060214086,9,Feminino,1,Preta,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Feira de Santana,BA,C,C,B,B,2,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,406.1,425.1,468.5,449.6,120.0,120.0,100.0,120.0,140.0,600.0
210059388092,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Itapipoca,CE,H,E,C,D,5,B,A,A,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,615.0,620.5,534.0,645.1,160.0,200.0,140.0,200.0,180.0,880.0
210059980947,11,Masculino,1,Branca,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Blumenau,SC,C,F,B,B,3,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,D,B,B,Inglês,Sem problemas,501.6,607.3,624.3,634.4,140.0,160.0,140.0,120.0,160.0,720.0
210059855119,6,Feminino,0,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Rio Branco,AC,E,C,D,B,4,C,A,B,D,A,C,B,A,A,B,A,B,A,B,A,A,A,E,B,B,Espanhol,Sem problemas,369.9,387.1,438.3,360.2,100.0,120.0,100.0,80.0,0.0,400.0
210058387330,4,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,São Caitano,PE,E,B,B,B,3,B,A,B,D,A,A,B,A,A,A,A,B,A,B,A,A,A,D,A,B,Espanhol,Sem problemas,495.6,608.3,547.9,616.4,120.0,120.0,120.0,120.0,60.0,540.0
210059085133,11,Feminino,1,Branca,Brasileiro(a),4,10,Não Respondeu,Não é treineiro,Caucaia,CE,E,B,F,C,6,C,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,A,D,A,B,Inglês,Sem problemas,548.4,606.1,617.9,648.2,120.0,120.0,140.0,120.0,80.0,580.0
210061103942,3,Masculino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Itaperuna,RJ,E,E,C,F,4,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,E,A,B,Inglês,Sem problemas,466.8,490.6,526.8,484.9,120.0,180.0,100.0,120.0,80.0,600.0
210059388090,14,Feminino,3,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,São Cristóvão,SE,B,E,B,B,2,C,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,466.8,500.0,475.9,448.7,120.0,120.0,120.0,100.0,0.0,460.0
210059980945,4,Feminino,1,Parda,Brasileiro(a) Naturalizado(a),4,2,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,H,E,F,F,4,E,A,B,B,A,A,B,B,B,B,A,A,A,B,A,A,B,E,B,B,Inglês,Sem problemas,505.0,497.1,543.1,424.6,80.0,100.0,100.0,100.0,120.0,500.0
210058061537,4,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Salvador,BA,E,E,F,D,2,D,A,B,C,A,A,B,B,A,A,A,B,A,B,A,B,A,C,B,B,Inglês,Sem problemas,542.5,554.1,535.2,638.2,120.0,200.0,160.0,200.0,180.0,860.0
210058387331,7,Masculino,1,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Santos Dumont,MG,C,E,B,B,3,C,A,B,C,B,A,B,A,B,A,A,B,B,B,A,A,A,D,B,B,Inglês,Sem problemas,594.3,645.9,647.8,587.9,120.0,180.0,120.0,120.0,100.0,640.0
210059085134,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Ivaiporã,PR,E,E,D,B,5,E,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,D,A,A,Inglês,Sem problemas,502.3,604.1,573.1,626.1,160.0,200.0,180.0,180.0,160.0,880.0
210060801599,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Pio XII,MA,B,F,A,A,4,A,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,567.4,608.3,551.1,528.4,160.0,160.0,160.0,180.0,180.0,840.0
210059527733,3,Masculino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Vitória,ES,H,E,B,B,3,G,A,B,C,A,A,B,A,B,A,A,B,A,D,A,A,A,D,B,B,Inglês,Sem problemas,615.2,584.0,594.7,697.1,120.0,180.0,120.0,120.0,140.0,680.0
210058941499,4,Masculino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Araguaína,TO,C,E,F,B,2,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,460.4,536.4,501.9,646.8,160.0,200.0,160.0,160.0,160.0,840.0
210059959486,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Brumado,BA,C,C,C,A,4,B,A,B,C,B,A,B,B,A,A,A,B,A,B,A,A,A,C,B,B,Inglês,Sem problemas,447.9,568.2,560.8,639.0,160.0,180.0,160.0,180.0,160.0,840.0
210058573821,9,Feminino,2,Branca,Brasileiro(a),4,7,Não Respondeu,Não é treineiro,Medianeira,PR,C,C,A,B,2,B,A,B,B,B,A,B,A,B,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,544.6,592.3,509.2,464.9,120.0,120.0,120.0,120.0,120.0,600.0
210059246977,7,Masculino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,São Paulo,SP,D,E,C,B,5,C,A,C,D,A,A,C,A,B,A,A,C,A,C,A,A,A,E,B,B,Inglês,Sem problemas,507.0,575.8,596.4,579.6,140.0,160.0,120.0,140.0,160.0,720.0
210059589782,3,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Divinópolis,MG,E,D,D,D,4,C,A,C,C,B,A,B,B,B,A,A,B,A,C,A,A,B,D,A,B,Inglês,Sem problemas,553.3,620.6,571.3,729.1,160.0,180.0,180.0,200.0,200.0,920.0
210058941500,5,Masculino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,São Paulo,SP,C,C,C,B,3,G,A,B,C,A,A,B,A,B,A,A,B,B,D,A,A,A,D,B,B,Inglês,Sem problemas,601.5,645.0,603.4,645.0,160.0,180.0,140.0,160.0,160.0,800.0
210059959487,4,Feminino,1,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Pinhais,PR,B,C,C,B,2,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,454.9,503.6,522.0,350.9,100.0,120.0,120.0,100.0,40.0,480.0
210059982325,2,Feminino,0,Preta,Brasileiro(a) Naturalizado(a),2,0,Pública,Não é treineiro,São Paulo,SP,B,D,C,B,2,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,A,A,B,Inglês,Sem problemas,0.0,554.0,529.6,0.0,100.0,120.0,80.0,60.0,60.0,420.0
210060440980,11,Feminino,2,Branca,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Campos dos Goytacazes,RJ,D,E,C,B,4,C,A,B,C,B,A,B,A,B,A,A,B,A,C,A,A,A,C,A,B,Espanhol,Sem problemas,531.0,599.8,573.2,517.8,120.0,140.0,120.0,140.0,100.0,620.0
210060373830,2,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Fortaleza,CE,E,E,F,D,2,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Inglês,Sem problemas,499.1,546.8,533.0,534.3,100.0,180.0,140.0,140.0,160.0,720.0
210061103946,3,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Vitória da Conquista,BA,B,E,C,B,5,B,A,B,D,A,A,B,A,A,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Fuga ao tema,324.4,507.5,431.4,422.4,0.0,0.0,0.0,0.0,0.0,0.0
210060214088,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Amambai,MS,F,E,F,B,4,B,A,B,C,B,A,B,A,A,A,A,B,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,527.8,599.5,584.8,343.5,100.0,120.0,100.0,120.0,120.0,560.0
210059388093,4,Feminino,1,Preta,Brasileiro(a),2,0,Pública,Não é treineiro,Camaçari,BA,D,D,B,C,2,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,379.6,498.0,480.8,430.0,120.0,120.0,100.0,120.0,80.0,540.0
210059980949,13,Feminino,1,Preta,Brasileiro(a),4,17,Não Respondeu,Não é treineiro,Teresina,PI,D,H,B,F,4,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,B,B,B,Inglês,Sem problemas,489.0,537.0,509.8,482.2,140.0,40.0,40.0,100.0,40.0,360.0
210058061540,8,Masculino,1,Parda,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Igarapé-Miri,PA,F,E,D,B,3,C,A,D,D,B,B,B,A,B,A,A,A,A,C,A,A,A,D,B,B,Inglês,Sem problemas,482.9,605.9,590.9,610.6,120.0,140.0,120.0,120.0,120.0,620.0
210058387334,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Arapiraca,AL,D,F,C,A,5,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,A,Inglês,Sem problemas,472.9,502.6,480.3,392.8,100.0,120.0,120.0,100.0,60.0,500.0
210059085138,11,Masculino,1,Branca,Brasileiro(a),4,9,Não Respondeu,Não é treineiro,Catalão,GO,B,D,A,B,2,C,B,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,514.0,554.9,391.5,391.6,120.0,180.0,100.0,120.0,80.0,600.0
210061103947,5,Feminino,1,Parda,Brasileiro(a),4,3,Não Respondeu,Não é treineiro,Teresina,PI,E,C,B,F,5,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,430.8,560.5,561.0,435.4,140.0,200.0,180.0,160.0,160.0,840.0
210059388094,3,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,João Monlevade,MG,F,G,D,D,4,I,B,D,E,B,B,B,B,B,B,A,B,B,C,A,A,A,E,D,B,Inglês,Sem problemas,567.8,603.8,579.7,687.0,120.0,160.0,120.0,120.0,160.0,680.0
210059246972,9,Masculino,1,Preta,Brasileiro(a),4,6,Não Respondeu,Não é treineiro,Feira de Santana,BA,E,D,C,B,4,D,A,C,D,C,A,B,A,B,A,A,A,A,C,B,A,A,E,C,B,Inglês,Sem problemas,643.2,601.9,629.3,756.1,160.0,200.0,200.0,200.0,200.0,960.0
210061234981,7,Masculino,4,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Aracati,CE,C,C,B,A,2,B,A,B,C,A,A,B,B,A,A,A,A,A,C,A,A,A,C,B,B,Espanhol,Sem problemas,494.5,590.2,617.4,503.4,120.0,120.0,120.0,100.0,100.0,560.0
210061327761,4,Feminino,1,Preta,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Duque de Caxias,RJ,H,C,F,B,4,B,A,C,C,A,A,B,B,A,A,A,B,A,C,B,A,A,D,A,B,Inglês,Sem problemas,531.6,573.9,498.8,362.0,120.0,120.0,100.0,120.0,60.0,520.0
210059587846,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Barueri,SP,E,F,C,D,3,E,A,B,B,A,A,B,B,B,A,A,B,B,B,A,A,A,C,B,B,Inglês,Sem problemas,680.2,670.1,684.4,706.5,180.0,200.0,200.0,200.0,200.0,980.0
210058941492,2,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Marau,RS,E,E,B,F,2,E,A,D,D,B,A,B,B,B,A,A,B,B,B,A,B,A,C,B,B,Inglês,Sem problemas,510.7,540.4,563.9,412.0,120.0,200.0,180.0,180.0,200.0,880.0
210059959482,4,Masculino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Natal,RN,H,E,B,F,3,C,A,B,C,A,A,B,B,B,A,A,A,A,B,B,A,B,C,B,B,Espanhol,Sem problemas,516.5,570.8,556.5,594.5,120.0,120.0,120.0,120.0,120.0,600.0
210058573817,9,Feminino,1,Parda,Brasileiro(a),4,5,Não Respondeu,Não é treineiro,Guanambi,BA,A,B,A,A,3,B,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,B,Espanhol,Sem problemas,452.6,518.5,469.1,485.3,120.0,140.0,120.0,120.0,0.0,500.0
210061234982,5,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Salvador,BA,B,B,B,B,4,B,B,B,C,A,A,B,A,A,A,A,A,A,A,A,A,A,C,A,B,Inglês,Sem problemas,486.2,360.8,326.5,382.3,140.0,180.0,140.0,140.0,120.0,720.0
210061337583,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Guararapes,SP,C,E,C,B,2,B,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,C,A,B,Inglês,Sem problemas,590.1,626.8,624.7,677.6,140.0,160.0,120.0,160.0,160.0,740.0
210059587847,4,Feminino,1,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Macapá,AP,B,F,C,B,3,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,A,A,B,B,B,Espanhol,Sem problemas,522.7,544.6,528.5,432.2,160.0,180.0,180.0,160.0,200.0,880.0
210058941494,6,Masculino,1,Parda,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Caculé,BA,E,E,A,A,4,C,A,C,D,A,A,B,A,A,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,645.0,652.4,612.8,742.1,160.0,200.0,180.0,200.0,200.0,940.0
210060373826,4,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Rio de Janeiro,RJ,H,B,C,B,1,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,B,Inglês,Sem problemas,503.1,502.1,569.5,494.2,120.0,140.0,100.0,100.0,140.0,600.0
210058573818,6,Feminino,1,Parda,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Barcarena,PA,H,F,F,B,4,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,385.3,517.6,439.1,483.3,160.0,200.0,180.0,200.0,160.0,900.0
210059246974,1,Feminino,1,Parda,Brasileiro(a),3,0,Não Respondeu,É treineiro,Campos dos Goytacazes,RJ,C,F,B,B,2,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Inglês,Sem problemas,399.0,451.2,435.1,346.2,80.0,80.0,100.0,100.0,0.0,360.0
210061234983,2,Feminino,1,Não declarado,Brasileiro(a),2,0,Pública,Não é treineiro,Mesquita,RJ,C,F,F,D,1,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,Espanhol,Sem problemas,394.5,472.8,474.7,398.1,100.0,100.0,80.0,100.0,0.0,380.0
210058941496,11,Feminino,2,Parda,Brasileiro(a),4,0,Não Respondeu,Não é treineiro,Almenara,MG,E,E,C,B,5,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,C,A,B,Espanhol,Sem problemas,496.0,569.1,515.9,516.6,160.0,200.0,160.0,160.0,200.0,880.0
210059959484,5,Feminino,1,Branca,Brasileiro(a),4,2,Não Respondeu,Não é treineiro,Ceres,GO,B,B,B,B,4,C,A,C,D,B,B,B,B,B,A,A,B,A,B,A,B,A,D,A,B,Espanhol,Sem problemas,426.5,557.9,537.8,510.1,120.0,180.0,160.0,140.0,100.0,700.0
210060440977,3,Feminino,1,Parda,Brasileiro(a),2,0,Privada,Não é treineiro,Manaus,AM,E,E,C,C,3,D,A,B,C,A,A,B,B,B,A,A,B,A,B,A,A,A,C,B,B,Espanhol,Sem problemas,440.8,603.5,597.7,663.3,140.0,120.0,120.0,140.0,180.0,700.0
210060373827,7,Masculino,1,Branca,Brasileiro(a),4,4,Não Respondeu,Não é treineiro,Campinas,SP,H,E,F,D,2,F,A,B,C,A,A,B,A,B,A,A,A,B,B,A,A,A,C,C,B,Inglês,Sem problemas,645.8,681.2,575.1,786.7,140.0,200.0,160.0,200.0,200.0,900.0
210061234984,3,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Valença,BA,D,E,D,B,2,D,A,C,C,B,A,B,B,B,A,A,A,A,B,A,A,A,C,B,B,Inglês,Sem problemas,577.3,726.5,586.4,645.6,120.0,180.0,140.0,120.0,120.0,680.0
210059587849,4,Feminino,1,Parda,Brasileiro(a),4,1,Não Respondeu,Não é treineiro,Belém,PA,F,E,F,B,4,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,Inglês,Sem problemas,490.8,426.2,549.0,346.5,140.0,180.0,140.0,140.0,120.0,720.0
210059959485,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Brumado,BA,E,D,C,E,4,E,A,B,C,B,B,B,B,B,A,A,B,A,B,A,A,A,D,B,B,Inglês,Sem problemas,477.7,480.0,508.0,629.4,120.0,120.0,100.0,100.0,40.0,480.0
210059982323,3,Feminino,1,Branca,Brasileiro(a),2,0,Pública,Não é treineiro,Nova Friburgo,RJ,E,E,D,D,4,D,A,B,D,B,B,B,A,B,A,A,A,A,B,A,B,A,E,C,B,Inglês,Sem problemas,526.9,616.9,544.6,528.9,160.0,180.0,160.0,140.0,160.0,800.0
210060373828,3,Feminino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Catalão,GO,E,E,C,B,2,C,A,B,D,A,B,B,B,B,A,A,B,A,B,A,A,A,C,B,B,Inglês,Sem problemas,399.7,491.9,486.9,418.1,120.0,160.0,100.0,120.0,80.0,580.0
210059246976,2,Masculino,1,Parda,Brasileiro(a),2,0,Pública,Não é treineiro,Campo Grande,MS,C,D,B,B,3,D,A,C,C,D,A,B,A,B,A,A,B,B,B,A,A,A,D,B,B,Inglês,Sem problemas,521.0,388.7,528.9,660.1,140.0,160.0,140.0,160.0,160.0,760.0
